Name,Location,Year,Kilometers_Driven,Owner_Type,Engine,Power,Seats,Price_Lakhs,Mileage_kmpl,Mileage_kmkg,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Current_Age,Price_Per_Year
BMW X1 sDrive 18i,Pune,2012,80000,First,1995.0,150.0,5.0,9.5,11.25,13.0,False,True,False,13,0.7307692307692307
Renault Captur 1.5 Diesel Platine Mono,Kochi,2019,3102,First,1461.0,108.45,5.0,14.01,20.37,13.0,False,False,True,6,2.335
Hyundai Xcent 1.1 CRDi S,Coimbatore,2016,14656,First,1120.0,71.0,5.0,6.99,24.4,13.0,False,False,True,9,0.7766666666666667
BMW 3 Series 320d,Hyderabad,2010,105000,Second,1995.0,170.0,5.0,11.0,13.2,13.0,False,False,False,15,0.7333333333333333
BMW 5 Series 2010-2013 525i,Hyderabad,2008,61000,Second,2497.0,215.0,5.0,11.0,10.8,13.0,False,True,False,17,0.6470588235294118
Nissan Micra XE,Pune,2010,85046,Second,1198.0,75.0,5.0,2.3,18.06,13.0,False,True,True,15,0.15333333333333332
Jaguar XF 2.2 Litre Luxury,Delhi,2014,48000,First,2179.0,187.7,5.0,26.5,16.36,13.0,False,False,False,11,2.409090909090909
Land Rover Range Rover TDV8 (Diesel),Bangalore,2011,55000,First,4367.0,308.0,7.0,67.0,10.2,13.0,False,False,False,14,4.785714285714286
Jeep Compass 1.4 Limited Option,Mumbai,2017,4000,First,1368.0,160.0,5.0,17.75,16.0,13.0,False,True,False,8,2.21875
Honda CR-V 2.4 AT,Delhi,2010,94000,Second,2354.0,152.0,5.0,4.8,10.1,13.0,False,True,False,15,0.32
Maruti Swift VXI,Coimbatore,2013,61110,First,1197.0,85.8,5.0,4.57,18.6,13.0,False,True,True,12,0.38083333333333336
Hyundai Xcent 1.1 CRDi S,Chennai,2016,80000,First,1120.0,71.0,5.0,3.5,24.4,13.0,False,False,True,9,0.3888888888888889
Nissan Terrano XV Premium 110 PS,Kochi,2015,43190,First,1461.0,108.5,5.0,7.61,19.01,13.0,False,False,True,10,0.761
Audi A4 35 TDI Technology,Hyderabad,2015,45000,First,1968.0,187.74,5.0,25.0,18.25,13.0,False,False,False,10,2.5
Hyundai Grand i10 Asta Option,Coimbatore,2016,44178,First,1197.0,82.0,5.0,5.88,18.9,13.0,False,True,True,9,0.6533333333333333
Toyota Innova 2.5 G (Diesel) 8 Seater,Hyderabad,2015,84415,First,2494.0,100.6,8.0,13.5,12.99,13.0,False,False,True,10,1.35
Hyundai i20 1.2 Magna,Kolkata,2015,35000,First,1197.0,80.0,5.0,4.6,18.5,13.0,False,True,True,10,0.45999999999999996
Ford EcoSport 1.5 TDCi Titanium,Kolkata,2013,44000,First,1498.0,98.59,5.0,4.9,22.77,13.0,False,False,True,12,0.4083333333333334
Honda City 1.5 S MT,Hyderabad,2012,67635,First,1497.0,118.0,5.0,5.25,17.0,13.0,False,True,True,13,0.40384615384615385
Ford EcoSport 1.5 Petrol Titanium Plus AT,Coimbatore,2018,18385,First,1497.0,121.36,5.0,12.41,14.8,13.0,False,True,False,7,1.772857142857143
Volkswagen Polo Diesel Highline 1.2L,Kolkata,2014,35000,First,1199.0,73.9,5.0,3.8,22.07,13.0,False,False,True,11,0.34545454545454546
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,2010,49000,First,2143.0,170.0,5.0,8.95,19.27,13.0,False,False,False,15,0.5966666666666666
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,2013,69000,First,1498.0,89.84,5.0,7.2,22.7,13.0,False,False,True,12,0.6
Tata Indigo GLE,Hyderabad,2017,23228,First,1396.0,65.0,5.0,4.5,14.4,13.0,False,True,True,8,0.5625
Maruti Swift Dzire LDI,Delhi,2014,68462,First,1248.0,74.0,5.0,4.15,26.59,13.0,False,False,True,11,0.3772727272727273
Maruti S-Cross Zeta DDiS 200 SH,Coimbatore,2016,74611,First,1248.0,88.5,5.0,7.94,25.1,13.0,False,False,True,9,0.8822222222222222
Renault Duster 110PS Diesel RxZ Pack,Pune,2014,90000,First,1461.0,108.45,5.0,7.25,19.01,13.0,False,False,True,11,0.6590909090909091
Maruti Wagon R VXI,Delhi,2016,22000,First,998.0,67.1,5.0,3.7,18.9,13.0,False,True,True,9,0.41111111111111115
Hyundai Santro Xing GL,Hyderabad,2010,58163,First,1086.0,62.0,5.0,2.45,0.0,13.0,False,True,True,15,0.16333333333333336
Chevrolet Beat Diesel LT,Chennai,2011,109500,Third,936.0,57.6,5.0,1.5,25.44,13.0,False,False,True,14,0.10714285714285714
Mahindra XUV500 W4 1.99 mHawk,Delhi,2017,13363,First,1997.0,140.0,7.0,12.0,16.0,13.0,False,False,True,8,1.5
Hyundai i10 Era 1.1,Delhi,2012,51000,Second,1086.0,68.05,5.0,2.2,19.81,13.0,False,True,True,13,0.16923076923076924
Tata New Safari DICOR 2.2 EX 4x4,Hyderabad,2007,103000,First,2179.0,138.0,7.0,3.6,13.93,13.0,False,False,True,18,0.2
Hyundai i10 Sportz,Kolkata,2009,43002,First,1197.0,78.9,5.0,1.92,20.36,13.0,False,True,True,16,0.12
Toyota Innova Crysta 2.8 ZX AT,Bangalore,2016,108000,First,2755.0,171.5,7.0,20.5,11.36,13.0,False,False,False,9,2.2777777777777777
Skoda Laura Elegance MT,Jaipur,2010,82407,First,1896.0,106.0,5.0,4.25,17.5,13.0,False,False,True,15,0.2833333333333333
Hyundai Grand i10 Sportz,Kolkata,2013,29000,First,1197.0,82.0,5.0,3.2,18.9,13.0,False,True,True,12,0.26666666666666666
Maruti Swift Dzire VDI,Kolkata,2014,45000,First,1248.0,74.0,5.0,3.85,23.4,13.0,False,False,True,11,0.35000000000000003
Hyundai i20 Asta 1.4 CRDi (Diesel),Kochi,2010,93401,First,1396.0,90.0,5.0,3.48,23.0,13.0,False,False,True,15,0.232
Ford Figo 2015-2019 1.5D Trend MT,Hyderabad,2017,95802,Second,1498.0,99.0,5.0,4.55,25.83,13.0,False,False,True,8,0.56875
Maruti Ertiga VDI,Pune,2016,130000,First,1248.0,88.5,7.0,7.0,25.47,13.0,False,False,True,9,0.7777777777777778
Maruti Ertiga ZDI,Ahmedabad,2013,67443,First,1248.0,88.8,7.0,5.75,20.77,13.0,False,False,True,12,0.4791666666666667
Honda City 1.5 V AT Sunroof,Kochi,2016,47681,First,1497.0,116.3,5.0,8.73,16.8,13.0,False,True,False,9,0.9700000000000001
Maruti Alto LXi BSIII,Hyderabad,2009,35000,First,796.0,46.3,5.0,1.7,19.7,13.0,False,True,True,16,0.10625
Ford Endeavour 3.2 Titanium AT 4X4,Hyderabad,2016,68000,First,3198.0,197.0,7.0,29.5,10.91,13.0,False,False,False,9,3.2777777777777777
Maruti Vitara Brezza ZDi Plus,Kochi,2019,34688,First,1248.0,88.5,5.0,10.49,24.3,13.0,False,False,True,6,1.7483333333333333
Porsche Boxster S tiptronic,Kolkata,2015,10512,First,2706.0,265.0,2.0,64.0,8.6,13.0,False,True,False,10,6.4
Maruti Swift ZDi,Pune,2016,58000,First,1248.0,74.0,5.0,7.55,22.9,13.0,False,False,True,9,0.8388888888888889
Tata Zest Revotron 1.2 XT,Mumbai,2014,40000,First,1193.0,88.7,5.0,3.95,17.57,13.0,False,True,True,11,0.3590909090909091
Hyundai i20 1.2 Sportz Option,Bangalore,2010,61000,Fourth & Above,1197.0,80.0,5.0,3.25,17.0,13.0,False,True,True,15,0.21666666666666667
Skoda Fabia 1.4 TDI Active,Mumbai,2009,86000,First,1422.0,70.0,5.0,2.75,19.4,13.0,False,False,True,16,0.171875
Toyota Corolla Altis D-4D J,Kolkata,2015,45000,First,1364.0,87.2,5.0,7.35,21.43,13.0,False,False,True,10,0.735
Volkswagen Ameo 1.2 MPI Comfortline,Ahmedabad,2017,55000,First,1198.0,73.75,5.0,4.7,17.0,13.0,False,True,True,8,0.5875
Hyundai Creta 1.6 VTVT S,Kochi,2016,36855,Second,1591.0,121.3,5.0,8.77,15.29,13.0,False,True,True,9,0.9744444444444444
Hyundai i10 Magna 1.2,Kochi,2013,46821,First,1197.0,78.9,5.0,3.42,20.36,13.0,False,True,True,12,0.285
Chevrolet Beat LS,Kolkata,2015,120000,First,1199.0,76.8,5.0,2.5,18.6,13.0,False,True,True,10,0.25
Jaguar XF 3.0 Litre S Premium Luxury,Kolkata,2012,29000,First,2993.0,270.9,5.0,20.0,14.74,13.0,False,False,False,13,1.5384615384615385
Nissan Terrano XL,Mumbai,2014,40000,First,1598.0,102.5,5.0,5.25,13.24,13.0,False,True,True,11,0.4772727272727273
Audi Q3 2012-2015 2.0 TDI Quattro Premium Plus,Delhi,2013,60000,Second,1968.0,174.33,5.0,14.5,15.73,13.0,False,False,False,12,1.2083333333333333
Hyundai i10 Asta AT,Mumbai,2011,64984,First,1197.0,78.9,5.0,3.45,16.95,13.0,False,True,False,14,0.24642857142857144
Maruti Alto K10 VXI AGS,Pune,2015,73204,First,998.0,67.1,5.0,3.3,24.07,13.0,False,True,False,10,0.32999999999999996
Audi Q7 4.2 TDI Quattro Technology,Bangalore,2014,50000,First,4134.0,335.2,7.0,51.0,11.33,13.0,False,False,False,11,4.636363636363637
Maruti Vitara Brezza VDi,Kolkata,2017,35000,First,1248.0,88.5,5.0,6.5,24.3,13.0,False,False,True,8,0.8125
Hyundai EON D Lite Plus,Hyderabad,2013,17729,First,814.0,55.2,5.0,3.65,21.1,13.0,False,True,True,12,0.30416666666666664
Mahindra XUV300 W8 Diesel,Chennai,2012,97000,First,1497.0,115.0,5.0,7.25,20.0,13.0,False,False,True,13,0.5576923076923077
Hyundai Verna CRDi 1.6 SX Option,Kochi,2014,89614,First,1582.0,126.2,5.0,6.01,22.0,13.0,False,False,True,11,0.5463636363636364
Maruti Wagon R VXI,Kolkata,2015,14000,First,998.0,67.1,5.0,2.8,18.9,13.0,False,True,True,10,0.27999999999999997
Hyundai i20 Sportz Option,Chennai,2012,50000,First,1197.0,80.0,5.0,4.0,17.0,13.0,False,True,True,13,0.3076923076923077
Honda City i VTEC V,Delhi,2014,62505,First,1497.0,117.3,5.0,5.95,17.4,13.0,False,True,True,11,0.5409090909090909
Toyota Innova 2.5 V Diesel 7-seater,Chennai,2011,248000,Second,2494.0,102.0,7.0,9.2,12.8,13.0,False,False,True,14,0.6571428571428571
Hyundai Verna CRDi SX,Pune,2012,94900,First,1493.0,110.0,5.0,5.35,16.8,13.0,False,False,True,13,0.4115384615384615
Tata Hexa XT,Delhi,2017,55000,First,2179.0,153.86,7.0,12.0,17.6,13.0,False,False,True,8,1.5
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,53735,Second,2967.0,241.4,7.0,38.94,12.07,13.0,False,False,False,10,3.8939999999999997
Maruti Wagon R VXI,Coimbatore,2008,53934,Second,998.0,67.1,5.0,2.69,18.9,13.0,False,True,True,17,0.15823529411764706
BMW 5 Series 2013-2017 525d Luxury Line,Bangalore,2013,58500,Second,1995.0,218.0,5.0,27.5,17.09,13.0,False,False,False,12,2.2916666666666665
Honda Amaze EX i-Vtech,Kolkata,2014,48000,First,1198.0,86.7,5.0,2.75,18.0,13.0,False,True,True,11,0.25
Maruti Alto 800 2016-2019 LXI,Mumbai,2016,24000,First,796.0,47.3,5.0,2.8,24.7,13.0,False,True,True,9,0.3111111111111111
Hyundai Verna 1.6 SX VTVT,Mumbai,2016,52001,First,1591.0,121.3,5.0,6.45,17.01,13.0,False,True,True,9,0.7166666666666667
Tata Tiago 1.2 Revotron XZ,Coimbatore,2018,9565,First,1199.0,84.0,5.0,5.88,23.84,13.0,False,True,True,7,0.84
Maruti Swift LXI,Pune,2013,32953,First,1197.0,85.8,5.0,4.65,18.6,13.0,False,True,True,12,0.3875
Hyundai EON Era,Jaipur,2014,18000,First,814.0,55.2,5.0,2.5,21.1,13.0,False,True,True,11,0.22727272727272727
Mercedes-Benz E-Class E 220 d,Kochi,2018,20446,First,1950.0,191.34,5.0,51.35,12.6,13.0,False,True,False,7,7.335714285714286
Hyundai i20 Magna 1.4 CRDi,Hyderabad,2016,33016,First,1396.0,88.73,5.0,6.85,22.54,13.0,False,False,True,9,0.7611111111111111
Toyota Etios VD,Chennai,2012,48000,First,1364.0,67.05,5.0,5.25,23.59,13.0,False,False,True,13,0.40384615384615385
Toyota Corolla Altis Diesel D4DG,Coimbatore,2014,72022,First,1364.0,87.2,5.0,9.23,21.43,13.0,False,False,True,11,0.8390909090909091
Mini Cooper 5 DOOR D,Ahmedabad,2014,34000,First,1496.0,113.98,5.0,22.0,20.7,13.0,False,False,False,11,2.0
Volkswagen Polo 1.5 TDI Highline,Hyderabad,2014,69000,First,1498.0,88.8,5.0,5.19,20.14,13.0,False,False,True,11,0.47181818181818186
Skoda Superb Elegance 1.8 TSI AT,Pune,2009,108000,First,1798.0,157.75,5.0,4.35,13.7,13.0,False,True,False,16,0.271875
Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde,Hyderabad,2013,34700,First,2148.0,170.0,5.0,24.5,10.0,13.0,False,False,False,12,2.0416666666666665
Maruti Swift VDi BSIII W/ ABS,Pune,2015,79000,First,1248.0,75.0,5.0,5.75,17.8,13.0,False,False,True,10,0.575
Honda City i VTEC CVT VX,Kochi,2016,58197,First,1497.0,117.3,5.0,9.19,18.0,13.0,False,True,False,9,1.021111111111111
BMW 7 Series 2007-2012 740Li,Pune,2008,66000,Second,2979.0,321.0,5.0,10.75,8.45,13.0,False,True,False,17,0.6323529411764706
Hyundai i10 Magna AT,Bangalore,2009,60000,First,1197.0,80.0,5.0,2.99,19.2,13.0,False,True,False,16,0.186875
Maruti Swift Dzire VDI,Kolkata,2014,57000,First,1248.0,74.0,5.0,3.89,26.59,13.0,False,False,True,11,0.35363636363636364
Honda City i DTec VX,Coimbatore,2018,45555,First,1498.0,98.6,5.0,11.73,26.0,13.0,False,False,True,7,1.6757142857142857
Maruti Omni 8 Seater BSIV,Coimbatore,2016,55137,First,796.0,35.0,5.0,3.11,14.0,13.0,False,True,True,9,0.34555555555555556
Skoda Superb 2009-2014 Elegance 2.0 TDI MT,Jaipur,2014,93325,Second,1968.0,138.1,5.0,14.45,17.2,13.0,False,False,True,11,1.3136363636363635
Maruti Ertiga SHVS VDI,Ahmedabad,2018,38000,First,1248.0,88.5,7.0,8.7,24.52,13.0,False,False,True,7,1.2428571428571427
Hyundai Grand i10 CRDi Magna,Kochi,2016,57738,First,1120.0,70.0,5.0,5.04,24.0,13.0,False,False,True,9,0.56
Maruti Ciaz VDi Plus SHVS,Jaipur,2017,38282,First,1248.0,88.5,5.0,8.5,28.09,13.0,False,False,True,8,1.0625
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Delhi,2014,64000,First,2143.0,170.0,5.0,15.65,19.27,13.0,False,False,False,11,1.4227272727272728
Fiat Avventura MULTIJET Emotion,Mumbai,2015,32000,First,1248.0,91.72,5.0,5.65,20.5,13.0,False,False,True,10,0.5650000000000001
Mercedes-Benz E-Class 2009-2013 E 250 Elegance,Bangalore,2010,83000,First,2497.0,204.0,5.0,16.5,10.93,13.0,False,True,False,15,1.1
Volkswagen Vento Petrol Highline,Pune,2012,67200,First,1598.0,103.6,5.0,3.9,15.04,13.0,False,True,True,13,0.3
BMW 3 Series 320d Luxury Line,Jaipur,2013,62655,First,1995.0,184.0,5.0,14.5,18.88,13.0,False,False,False,12,1.2083333333333333
BMW 5 Series 2013-2017 530d M Sport,Bangalore,2015,16900,First,2993.0,258.0,5.0,44.0,14.69,13.0,False,False,False,10,4.4
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,8471,First,1197.0,81.86,5.0,5.0,18.9,13.0,False,True,True,8,0.625
Toyota Innova Crysta 2.8 ZX AT,Hyderabad,2016,69000,First,2755.0,171.5,7.0,19.75,11.36,13.0,False,False,False,9,2.1944444444444446
Renault Duster 110PS Diesel RxZ AMT,Coimbatore,2017,30090,First,1461.0,108.45,5.0,11.44,19.6,13.0,False,False,False,8,1.43
Tata Indica Vista Aura 1.3 Quadrajet,Chennai,2011,120000,First,1248.0,75.0,5.0,1.75,18.0,13.0,False,False,True,14,0.125
Mercedes-Benz E-Class 2009-2013 E 200 CGI Avantgarde,Kochi,2016,35939,First,1796.0,185.0,5.0,30.42,12.3,13.0,False,True,True,9,3.3800000000000003
Mahindra XUV500 W8 4WD,Coimbatore,2013,116694,First,2179.0,140.0,7.0,9.57,15.1,13.0,False,False,True,12,0.7975
Mahindra Bolero ZLX,Mumbai,2016,40448,First,2523.0,62.1,7.0,3.5,15.96,13.0,False,False,True,9,0.3888888888888889
Maruti Vitara Brezza ZDi,Coimbatore,2018,64456,First,1248.0,88.5,5.0,10.46,24.3,13.0,False,False,True,7,1.4942857142857144
Fiat Avventura MULTIJET Emotion,Pune,2014,52782,First,1248.0,91.72,5.0,4.85,20.5,13.0,False,False,True,11,0.44090909090909086
Honda Amaze S Petrol,Kochi,2016,51672,First,1199.0,88.76,5.0,5.68,19.5,13.0,False,True,True,9,0.6311111111111111
Skoda Superb Elegance 1.8 TSI AT,Mumbai,2015,56073,First,1798.0,157.75,5.0,13.25,13.7,13.0,False,True,False,10,1.325
Jaguar XF 3.0 Litre S Premium Luxury,Bangalore,2011,65000,First,2993.0,270.9,5.0,16.0,14.74,13.0,False,False,False,14,1.1428571428571428
Maruti Wagon R VXI BSIII,Chennai,2013,79000,First,998.0,67.1,5.0,3.0,18.9,13.0,False,True,True,12,0.25
Toyota Corolla Altis VL,Mumbai,2010,70200,First,1798.0,138.1,5.0,5.0,14.53,13.0,False,True,False,15,0.3333333333333333
Maruti Swift VXi BSIV,Delhi,2016,42000,First,1197.0,85.0,5.0,4.75,16.1,13.0,False,True,True,9,0.5277777777777778
Volkswagen Polo 1.2 MPI Highline,Bangalore,2014,62000,First,1198.0,74.0,5.0,5.35,16.47,13.0,False,True,True,11,0.48636363636363633
Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,20000,First,1197.0,81.86,5.0,5.98,18.9,13.0,False,True,True,8,0.7475
Maruti SX4 ZDI,Chennai,2011,80000,Third,1248.0,88.8,5.0,3.5,21.5,13.0,False,False,True,14,0.25
Hyundai Grand i10 1.2 Kappa Magna,Kochi,2018,50234,First,1197.0,81.86,5.0,4.77,18.9,13.0,False,True,True,7,0.6814285714285714
Maruti Baleno Delta 1.2,Delhi,2016,50003,First,1197.0,83.1,5.0,5.45,21.4,13.0,False,True,True,9,0.6055555555555556
Tata Tigor 1.2 Revotron XTA,Ahmedabad,2018,1000,First,1199.0,84.0,5.0,6.85,20.3,13.0,False,True,False,7,0.9785714285714285
Maruti Swift Dzire AMT ZDI,Jaipur,2016,54897,First,1248.0,74.0,5.0,7.3,26.59,13.0,False,False,False,9,0.8111111111111111
Tata Indica GLS BS IV,Pune,2007,108995,First,1193.0,65.3,5.0,1.25,15.3,13.0,False,True,True,18,0.06944444444444445
Maruti SX4 S Cross DDiS 320 Zeta,Chennai,2015,73000,First,1598.0,118.0,5.0,8.25,22.7,13.0,False,False,True,10,0.825
Maruti Swift VXI BSIII,Ahmedabad,2008,65000,First,1298.0,88.2,5.0,2.71,16.1,13.0,False,True,True,17,0.15941176470588236
Hyundai Xcent 1.2 Kappa SX,Kolkata,2016,32000,First,1197.0,82.0,5.0,3.6,19.1,13.0,False,True,True,9,0.4
Hyundai i20 1.2 Magna,Ahmedabad,2010,65000,First,1197.0,80.0,5.0,3.0,18.5,13.0,False,True,True,15,0.2
Maruti Celerio VXI AT,Hyderabad,2016,21600,First,998.0,67.04,5.0,4.65,23.1,13.0,False,True,False,9,0.5166666666666667
Mercedes-Benz New C-Class C 220 CDI Elegance AT,Mumbai,2010,39000,First,2143.0,170.0,5.0,9.5,14.84,13.0,False,False,False,15,0.6333333333333333
Maruti Swift Dzire VXi,Mumbai,2011,58075,First,1298.0,85.8,5.0,2.95,17.5,13.0,False,True,True,14,0.21071428571428572
Volkswagen Vento Petrol Trendline,Mumbai,2011,58000,First,1598.0,103.6,5.0,3.0,15.04,13.0,False,True,True,14,0.21428571428571427
Maruti Swift ZDi,Hyderabad,2015,58000,First,1248.0,74.0,5.0,5.95,25.2,13.0,False,False,True,10,0.595
Toyota Corolla Altis VL,Delhi,2008,89000,First,1798.0,138.1,5.0,4.0,14.53,13.0,False,True,False,17,0.23529411764705882
Honda Civic 2006-2010 1.8 V MT,Delhi,2008,72000,First,1799.0,130.0,5.0,2.5,13.5,13.0,False,True,True,17,0.14705882352941177
Ford EcoSport 1.5 Ti VCT AT Titanium BE,Kolkata,2017,1800,First,1499.0,110.4,5.0,11.37,16.05,13.0,False,True,False,8,1.42125
Fiat Linea Emotion Pack (Diesel),Pune,2010,172050,Second,1248.0,93.0,5.0,2.25,19.0,13.0,False,False,True,15,0.15
Hyundai i10 Era,Jaipur,2013,46230,First,1086.0,68.05,5.0,3.1,19.81,13.0,False,True,True,12,0.25833333333333336
Volvo XC60 D5 Inscription,Kochi,2014,86925,First,2400.0,215.0,5.0,17.18,11.2,13.0,False,False,False,11,1.5618181818181818
Hyundai i20 1.2 Asta,Jaipur,2018,5000,First,1197.0,81.83,5.0,6.5,18.6,13.0,False,True,True,7,0.9285714285714286
Honda City i DTEC S,Ahmedabad,2014,66000,First,1498.0,98.6,5.0,5.7,26.0,13.0,False,False,True,11,0.5181818181818182
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,Ahmedabad,2013,119000,First,2494.0,100.0,8.0,8.0,12.99,13.0,False,False,True,12,0.6666666666666666
Renault KWID RXT,Chennai,2016,45000,First,799.0,53.3,5.0,2.6,25.17,13.0,False,True,True,9,0.2888888888888889
Maruti A-Star Vxi,Hyderabad,2009,66149,First,998.0,66.1,5.0,2.45,19.0,13.0,False,True,True,16,0.153125
Mercedes-Benz B Class B180,Kochi,2014,42070,First,1595.0,120.7,5.0,11.57,14.8,13.0,False,True,False,11,1.0518181818181818
Maruti Wagon R LXI BS IV,Kolkata,2012,35503,First,998.0,67.1,5.0,2.3,18.9,13.0,False,True,True,13,0.1769230769230769
Maruti Swift VDI BSIV,Jaipur,2016,41460,First,1248.0,74.0,5.0,5.9,25.2,13.0,False,False,True,9,0.6555555555555556
Hyundai Verna VTVT 1.6 AT SX Option,Mumbai,2015,40600,First,1591.0,121.3,5.0,7.2,17.0,13.0,False,True,False,10,0.72
Hyundai Verna CRDi 1.6 AT SX Option,Ahmedabad,2013,87000,First,1582.0,126.2,5.0,5.9,22.0,13.0,False,False,False,12,0.4916666666666667
Honda City V MT,Chennai,2014,30000,Second,1497.0,116.3,5.0,6.0,16.8,13.0,False,True,True,11,0.5454545454545454
Hyundai i10 Magna Optional 1.1L,Kolkata,2010,27089,First,1086.0,66.7,5.0,1.95,16.0,13.0,False,True,True,15,0.13
Toyota Etios GD SP,Coimbatore,2016,53702,First,1364.0,67.04,5.0,6.55,23.59,13.0,False,False,True,9,0.7277777777777777
Volvo S60 D4 Momentum,Hyderabad,2015,51000,First,1969.0,190.0,5.0,25.0,27.03,13.0,False,False,False,10,2.5
Ford Figo Diesel EXI,Kolkata,2012,36542,First,1399.0,68.05,5.0,2.65,20.0,13.0,False,False,True,13,0.20384615384615384
Mercedes-Benz E-Class 2015-2017 E350 CDI Avantgrade,Mumbai,2017,15000,First,2987.0,265.0,5.0,69.5,13.0,13.0,False,False,False,8,8.6875
BMW 3 Series 320d Luxury Line,Chennai,2012,65000,First,1995.0,190.0,5.0,14.0,22.69,13.0,False,False,False,13,1.0769230769230769
Maruti Alto 800 VXI,Pune,2014,32000,Second,796.0,47.3,5.0,2.1,22.74,13.0,False,True,True,11,0.19090909090909092
Toyota Innova Crysta 2.4 VX MT,Hyderabad,2017,24393,First,2393.0,147.8,7.0,20.4,13.68,13.0,False,False,True,8,2.55
Volkswagen Polo 1.0 MPI Trendline,Hyderabad,2019,1000,First,999.0,75.0,5.0,5.68,18.78,13.0,False,True,True,6,0.9466666666666667
Nissan Terrano XL,Mumbai,2014,28238,First,1598.0,102.5,5.0,5.55,13.24,13.0,False,True,True,11,0.5045454545454545
Mitsubishi Pajero Sport 4X4,Mumbai,2013,59000,First,2477.0,175.56,7.0,12.75,13.5,13.0,False,False,True,12,1.0625
Honda Civic 2010-2013 1.8 S MT,Mumbai,2012,92000,Second,1799.0,130.2,5.0,3.35,14.8,13.0,False,True,True,13,0.2576923076923077
Maruti Alto 800 LXI,Kolkata,2013,56840,First,796.0,47.3,5.0,1.55,22.74,13.0,False,True,True,12,0.12916666666666668
Volkswagen Vento Diesel Highline,Coimbatore,2013,62746,Second,1598.0,103.6,5.0,5.9,20.54,13.0,False,False,True,12,0.4916666666666667
Land Rover Freelander 2 HSE,Hyderabad,2012,96000,First,2179.0,187.74,5.0,18.98,12.35,13.0,False,False,False,13,1.46
Honda CR-V 2.0L 2WD MT,Mumbai,2014,24000,First,1997.0,153.86,5.0,11.51,13.7,13.0,False,True,True,11,1.0463636363636364
Maruti Ertiga VDI,Mumbai,2016,54000,First,1248.0,88.76,7.0,7.75,20.77,13.0,False,False,True,9,0.8611111111111112
Toyota Innova 2.5 GX (Diesel) 7 Seater,Chennai,2016,90000,First,2494.0,100.6,7.0,13.9,12.99,13.0,False,False,True,9,1.5444444444444445
Tata Manza Aura Safire,Kolkata,2010,40000,First,1368.0,90.0,5.0,1.35,15.0,13.0,False,True,True,15,0.09000000000000001
Audi Q7 35 TDI Quattro Premium Plus,Mumbai,2015,65938,Second,2967.0,241.4,7.0,38.0,12.07,13.0,False,False,False,10,3.8
Hyundai Verna 1.6 SX VTVT (O) AT,Mumbai,2017,16100,First,1591.0,121.4,5.0,11.6,17.1,13.0,False,True,False,8,1.45
Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,Hyderabad,2017,3600,First,1498.0,108.5,5.0,12.25,21.5,13.0,False,False,False,8,1.53125
Honda City 1.5 S MT,Jaipur,2011,52000,First,1497.0,118.0,5.0,3.8,17.0,13.0,False,True,True,14,0.2714285714285714
Ford Figo Diesel Titanium,Mumbai,2014,54000,First,1399.0,68.05,5.0,3.25,20.0,13.0,False,False,True,11,0.29545454545454547
Honda Jazz 1.2 VX i VTEC,Mumbai,2016,15399,First,1199.0,88.7,5.0,6.4,18.7,13.0,False,True,True,9,0.7111111111111111
Volkswagen Polo Petrol Highline 1.2L,Bangalore,2012,75000,Second,1198.0,73.9,5.0,3.95,16.47,13.0,False,True,True,13,0.3038461538461539
Honda City i-VTEC S,Delhi,2010,76752,First,1497.0,117.3,5.0,3.57,17.4,13.0,False,True,True,15,0.238
Honda City ZX GXi,Mumbai,2005,56000,Second,1497.0,78.0,5.0,1.25,17.7,13.0,False,True,True,20,0.0625
Honda CR-V 2.4L 4WD AT AVN,Kolkata,2013,46125,Second,2354.0,187.4,5.0,12.5,12.0,13.0,False,True,False,12,1.0416666666666667
BMW 5 Series 2013-2017 520d Luxury Line,Ahmedabad,2014,35000,Second,1995.0,190.0,5.0,23.0,18.12,13.0,False,False,False,11,2.090909090909091
Ambassador Classic Nova Diesel,Chennai,2003,80000,Third,1489.0,35.5,5.0,1.35,12.8,13.0,False,False,True,22,0.06136363636363637
Mahindra Scorpio VLX 2.2 mHawk BSIII,Coimbatore,2012,62729,First,2179.0,120.0,8.0,6.32,12.05,13.0,False,False,True,13,0.48615384615384616
Volkswagen Vento Diesel Comfortline,Kolkata,2012,34000,First,1598.0,103.6,5.0,3.4,20.54,13.0,False,False,True,13,0.26153846153846155
Maruti Zen VX,Jaipur,1999,70000,Second,993.0,60.0,5.0,0.77,17.3,13.0,False,True,True,26,0.029615384615384616
Maruti 800 DX BSII,Jaipur,2009,32000,First,796.0,37.0,4.0,0.9,16.1,13.0,False,True,True,16,0.05625
